Source,Preferred society name,Society id,Cross-dataset id,Original society name,eHRAF name,eHRAF code,Revised latitude,Revised longitude,Original latitude,Original longitude,Glottolog language/dialect id,Glottolog language/dialect name,ISO code,Language family
Ethnographic Atlas,Cahuilla (Desert),Nc31,xd1131,Cahuilla (Nc31),,,33,-116,33,-116,cahu1264,Cahuilla,chl,Uto-Aztecan
Ethnographic Atlas,Ngoni,Ac9,xd75,Ngoni (Ac9),Ngoni,FR05,-12,33,-12,33,ngon1269,Ngoni,ngo,Atlantic-Congo
Ethnographic Atlas,Nsungli,Ae57,xd179,Nsungli (Ae57),,,6,11,6,11,limb1268,Limbum,lmp,Atlantic-Congo
Ethnographic Atlas,Ngulu,Ad51,xd122,Ngulu (Ad51),,,-6,38,-6,38,ngul1246,Ngulu,ngp,Atlantic-Congo
Western North American Indian database,Cahuilla (Mountain),WNAI87,xd1440,Mountain Cahuilla (J87),,,33.3,-116.5,33.3,116.5,cahu1264,Cahuilla,chl,Uto-Aztecan
Ethnographic Atlas,Tapirapé,Sd2,xd1354,Tapirape (Sd2),Tapirape,SP22,-11,-52,-11,-52,tapi1254,Tapirapé,taf,Tupian
Western North American Indian database,Cahuilla (Pass),WNAI86,xd1439,Pass Cahuilla (J86),,,33.8,-116.7,33.8,116.7,cahu1264,Cahuilla,chl,Uto-Aztecan
Ethnographic Atlas,Nicobarese,Eh5,xd691,Nicobarese (Eh5),Nicobarese,AZ07,9.17,92.77,9,92,carn1240,Car Nicobarese,caq,Austroasiatic
Ethnographic Atlas,Yao,Ac7,xd73,Yao (Ac7),Yao,FT07,-13,36,-13,36,yaoo1241,Yao,yao,Atlantic-Congo
Standard cross-cultural sample,Callinago,SCCS161,xd1326,Callinago (SCCS161),Island Carib,ST13,15.41,-61.27,15.5,-60.5,tyre1237,Tyrewuju,,Cariban
Ethnographic Atlas,Nipigon,Na35,xd1051,Nipigon (Na35),Ojibwa,NG06,50,-88,50,-88,cent2136,Central Ojibwa,ojc,Algic
Ethnographic Atlas,Nuer,Aj3,xd406,Nuer (Aj3),Nuer,FJ22,8,32,8,32,nuer1246,Nuer,nus,Nilotic
Ethnographic Atlas,Camaracoto,Sc11,xd1337,Camaracoto (Sc11),Pemon,SS16,6,-63,6,-63,cama1252,Camaracoto,,Cariban
Ethnographic Atlas,Nisenan,Nc13,xd1111,Nisenan (Nc13),,,39,-121,39,-121,nise1244,Nisenan,nsz,Maiduan
Ethnographic Atlas,Taqagmiut,Na44,xd1061,Taqagmiut (Na44),,,62,-76,62,-76,queb1248,Quebec Eskimo,,Eskimo-Aleut
Standard cross-cultural sample,Canela,SCCS176,xd1412,Timbira (SCCS176),Canela,SO08,-6.5,-46,-6.5,-46,cane1242,Canela-Krahô,ram,Nuclear-Macro-Je
Western North American Indian database,Nisenan (Foothill),WNAI57,xd1111,Foothill Nisenan (J57),,,39.4,-121.1,39.4,121.1,nise1244,Nisenan,nsz,Maiduan
Ethnographic Atlas,Yapese,If6,xd837,Yapese (If6),Yap,OR22,9.55,138.13,9,138,yape1248,Yapese,yap,Austronesian
Western North American Indian database,Nisenan (Mountain),WNAI58,xd1111,Mountain Nisenan (J58),,,39.3,-120.9,39.3,120.9,nise1244,Nisenan,nsz,Maiduan
Ethnographic Atlas,Carajá,Sj1,xd1407,Caraja (Sj1),Karaja,SP09,-12,-50,-12,-50,kara1500,Karajá,kpj,Nuclear-Macro-Je
Binford Hunter-Gatherer,Nukak,B40,xd917,Nukak (B40),,,2.56,-71.81,2.56,-71.81,nuka1242,Nukak Makú,mbr,Kakua-Nukak
Ethnographic Atlas,Niueans,Ii9,xd888,Niueans (Ii9),,,-19.05,-169.86,-19,-169,niue1239,Niuean,niu,Austronesian
Ethnographic Atlas,Caribou Inuit,Na21,xd1038,Caribou Eskimo (Na21),,,63,-96,63,-96,cari1277,Caribou Eskimo,,Eskimo-Aleut
Ethnographic Atlas,Tarahumara,Ni1,xd1286,Tarahumara (Ni1),Tarahumara,NU33,28,-107,28,-107,cent2131,Central Tarahumara,tar,Uto-Aztecan
Standard cross-cultural sample,Nivkh,SCCS119,xd617,Gilyak (SCCS119),Nivkh,RX02,53,142,54,142.5,gily1242,Nivkh,niv,Nivkh
Binford Hunter-Gatherer,Nivkh,B25,xd617,Gilyak (B25),Nivkh,RX02,51.54,140,51.54,140,gily1242,Nivkh,niv,Nivkh
Standard cross-cultural sample,Yapese,SCCS110,xd837,Yapese (SCCS110),Yap,OR22,9.52,138.16,9.5,138.17,yape1248,Yapese,yap,Austronesian
Standard cross-cultural sample,Nkundo,SCCS14,xd160,Nkundo Mongo (SCCS14),Mongo,FO32,-0.75,19.17,-0.75,19.17,nkun1238,Nkundo,,Atlantic-Congo
Ethnographic Atlas,Chaambra,Cc16,xd494,Chaambra (Cc16),,,32,3,32,3,algi1247,Algiers,,Afro-Asiatic
Ethnographic Atlas,Nkundo,Ae4,xd160,Nkundo (Ae4),Mongo,FO32,0,20,0,20,nkun1238,Nkundo,,Atlantic-Congo
Binford Hunter-Gatherer,Nunamiut,B377,xd1029,Nunamiut Inuit (B377),,,68.18,-151.71,68.18,-151.71,anak1241,Anaktuvik Pass Inupiatun,,Eskimo-Aleut
Ethnographic Atlas,Cayua,Sj10,xd1408,Cayua (Sj10),Cayua,SM04,-26,-54,-26,-54,mbya1239,Mbyá Guaraní,gun,Tupian
Binford Hunter-Gatherer,Central Sierra Miwok,B175,xd1136,Sierra Miwok (B175),,,38,-119.77,38,-119.77,cent2140,Central Sierra Miwok,csm,Miwok-Costanoan
Ethnographic Atlas,Tarasco,Nj8,xd1307,Tarasco (Nj8),Tarasco,NU34,19,-101,19,-101,pure1242,Purepecha,tsz,Tarascan
Western North American Indian database,Nlaka'pamux,WNAI98,xd1142,Upper Thompson (J98),,,50.3,-121.5,50.3,121.5,thom1243,Thompson,thp,Salishan
Binford Hunter-Gatherer,Noatak Inuit,B375,xd1018,Noatak Inuit (B375),,,68.09,-160,68.09,-160,nort2945,Northwest Alaska Inupiatun,esk,Eskimo-Aleut
Ethnographic Atlas,Yaqui,Ni7,xd1292,Yaqui (Ni7),,,28,-110,28,-110,yaqu1251,Yaqui,yaq,Uto-Aztecan
Binford Hunter-Gatherer,Nomlaki,B153,xd1107,Nomlaki (B153),,,40,-122.56,40,-122.56,noml1242,Nomlaki,,Wintuan
Ethnographic Atlas,Nomlaki,Nc1,xd1107,Nomlaki (Nc1),,,39,-122,39,-122,noml1242,Nomlaki,,Wintuan
Binford Hunter-Gatherer,Chimariko,B162,xd1094,Chimariko (B162),,,40.85,-123.3,40.85,-123.3,chim1301,Chimariko,cid,Chimariko
Western North American Indian database,Nomlaki,WNAI50,xd1107,Nomlaki Wintun (J50),,,39.5,-122.5,39.5,122.5,noml1242,Nomlaki,,Wintuan
Ethnographic Atlas,Nomoians,If10,xd825,Nomoians (If10),,,6.89,152.74,6,153,mort1237,Mortlockese,mrl,Austronesian
Binford Hunter-Gatherer,Tareumiut,B389,xd1036,Tareumiut Inuit (B389),,,71.24,-156.78,71.32,-156.78,nort2944,North Slope Inupiatun,,Eskimo-Aleut
Western North American Indian database,Nongatl,WNAI42,xd1434,Nongatl Athapaskan (J42),,,40.4,-123.6,40.4,123.6,wail1244,Wailaki,wlk,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Nononke,Ag28,xd264,Nono (Ag28),,,14,-4,14,-4,jena1242,Jenaama Bozo,bze,Mande
Binford Hunter-Gatherer,Yaraldi,B131,xd975,Jaralde (B131),,,-35.06,139.29,-35.06,139.29,narr1259,Narrinyeri,nay,Pama-Nyungan
Binford Hunter-Gatherer,Nootka,B273,xd1070,Nootka (B273),Nuu-chah-nulth,NE11,49.34,-125.74,49.34,-125.74,nuuc1236,Nuu-chah-nulth,nuk,Wakashan
Ethnographic Atlas,Cham,Ej11,xd718,Cham (Ej11),,,11,108,11,108,east2563,Eastern Cham,cjm,Austronesian
Ethnographic Atlas,Chimariko,Nb33,xd1094,Chimariko (Nb33),,,41,-123,41,-123,chim1301,Chimariko,cid,Chimariko
Ethnographic Atlas,Chamacoco,Sh6,xd1393,Chamacoco (Sh6),,,-20,-59,-20,-59,cham1315,Chamacoco,ceg,Zamucoan
Binford Hunter-Gatherer,North Albany Ojibwa,B339,xd1004,North Albany Ojibwa (B339),,,51.22,-83.1,51.22,-83.1,wini1244,Winisk River Ojibwa,,Algic
Ethnographic Atlas,Tareumiut,Na2,xd1036,Tareumiut (Na2),,,71,-157,71,-157,nort2944,North Slope Inupiatun,,Eskimo-Aleut
Ethnographic Atlas,Chamorro,If8,xd839,Chamorro (If8),,,15.13,145.71,15,145,cham1312,Chamorro,cha,Austronesian
Ethnographic Atlas,Chawai,Ah10,xd299,Chawai (Ah10),,,10,9,10,9,atsa1241,Atsam,cch,Atlantic-Congo
Ethnographic Atlas,Yavapai,Nd66,xd1203,Yavapai (Nd66),,,35,-112,35,-112,yava1252,Yavapai,,Cochimi-Yuman
Ethnographic Atlas,Northern Aranda,Id1,xd772,Aranda (Id1),Aranda,OI08,-24,134,-24,134,east2379,Eastern Arrernte,aer,Pama-Nyungan
Binford Hunter-Gatherer,Chehalis,B272,xd997,Chehalis (B272),,,46.87,-123.67,46.87,-123.67,lowe1427,Lower Chehalis,cea,Salishan
Western North American Indian database,Chimariko,WNAI46,xd1094,Chimariko (J46),,,40.7,-123.2,40.7,123.2,chim1301,Chimariko,cid,Chimariko
Ethnographic Atlas,Fut,Ae9,xd185,Fut (Ae9),,,6,10,6,10,bafu1246,Bafut,bfd,Atlantic-Congo
Ethnographic Atlas,Futajalonke,Ag6,xd294,Futajalonke (Ag6),,,11,-13,11,-13,pula1262,Pular,fuf,Atlantic-Congo
Ethnographic Atlas,Futunans,Ii8,xd887,Futunans (Ii8),,,-14.31,-178.11,-14,-178,east2447,East Futuna,fud,Austronesian
Binford Hunter-Gatherer,Yavapai,B196,xd1203,Yavapai (B196),,,33.37,-110.5,33.37,-110.5,yava1252,Yavapai,,Cochimi-Yuman
Ethnographic Atlas,Ga,Af43,xd223,Ga (Af43),,,6,0,6,0,gaaa1244,Ga,gaa,Atlantic-Congo
Ethnographic Atlas,Gagauz,ch17,xd554,Gagauz (ch17),,,45.44,29.32,45,29,gaga1249,Gagauz,gag,Turkic
Ethnographic Atlas,Chin,Ei19,xd706,Chin (Ei19),,,22,94,22,94,sent1260,Senthang Chin,sez,Sino-Tibetan
Ethnographic Atlas,Gagu,Af51,xd232,Gagu (Af51),,,7,-6,7,-6,gagu1242,Gban,ggu,Mande
Ethnographic Atlas,Galab,Ca20,xd427,Galab (Ca20),,,5,36,5,36,daas1238,Daasanach,dsh,Afro-Asiatic
Ethnographic Atlas,Ganda,Ad7,xd124,Ganda (Ad7),Ganda,FK07,1,32,1,32,gand1255,Ganda,lug,Atlantic-Congo
Standard cross-cultural sample,Ganda,SCCS12,xd124,Ganda (SCCS12),Ganda,FK07,0.33,32.5,0.33,32.5,gand1255,Ganda,lug,Atlantic-Congo
Western North American Indian database,Yavapai (Northeast),WNAI138,xd1203,Northeast Yavapai (J138),,,34.6,-112.2,34.6,112.2,yava1252,Yavapai,,Cochimi-Yuman
Ethnographic Atlas,Garanganze,Ae19,xd137,Yeke (Ae19),,,-11,28,-11,28,sang1331,Sanga (Democratic Republic of Congo),sng,Atlantic-Congo
Ethnographic Atlas,Garifuna,Sa7,xd1323,Black Carib (Sa7),Garifuna,SA12,16,-89,16,-89,gari1256,Garifuna,cab,Arawakan
Ethnographic Atlas,Chinantec,Nj1,xd1295,Chinantec (Nj1),,,18,-96,18,-96,chil1282,Chiltepec Chinantec,csa,Otomanguean
Standard cross-cultural sample,Garo,SCCS69,xd696,Garo (SCCS69),Garo,AR05,26,91,26,91,garo1247,Garo,grt,Sino-Tibetan
Ethnographic Atlas,Garo,Ei1,xd696,Garo (Ei1),Garo,AR05,26,91,26,91,garo1247,Garo,grt,Sino-Tibetan
Ethnographic Atlas,Gbagyi,Af28,xd206,Gbari (Af28),,,10,10,10,10,gbar1246,Gbari,gby,Atlantic-Congo
Ethnographic Atlas,Gbande,Af54,xd235,Gbande (Af54),,,8,-10,8,-10,band1352,Bandi,bza,Mande
Western North American Indian database,Yavapai (Southeast),WNAI139,xd1203,Southeast Yavapai (J139),,,33.7,-111.5,33.7,111.5,yava1252,Yavapai,,Cochimi-Yuman
Ethnographic Atlas,Gbaya,Ai7,xd381,Baya (Ai7),,,6,16,6,16,nort2775,Northwest Gbaya,gya,Atlantic-Congo
Ethnographic Atlas,Georgians,Ci8,xd584,Georgians (Ci8),Georgia,RI01,42,45,42,45,imer1248,Imeretian,,Kartvelian
Ethnographic Atlas,Nupe,Af8,xd242,Nupe (Af8),Nupe,FF52,9,6,9,6,nupe1254,Nupe-Nupe-Tako,nup,Atlantic-Congo
Standard cross-cultural sample,Gheg,SCCS48,xd528,Gheg Albanians (SCCS48),Albanians,EG01,42,20.17,42,20.17,gheg1238,Gheg Albanian,aln,Indo-European
Ethnographic Atlas,Gheg,Ce1,xd528,Gheg (Ce1),Albanians,EG01,42,20,42,20,gheg1238,Gheg Albanian,aln,Indo-European
Ethnographic Atlas,Ghilzai,Ea11,xd598,Afghans (Ea11),,,33,68,33,68,ghil1238,Ghilzai,,Indo-European
Ethnographic Atlas,Gibe,Ca12,xd418,Gibe (Ca12),,,8,37,8,37,koor1239,Koorete,kqy,Ta-Ne-Omotic
Ethnographic Atlas,Ye'kuana,Sc16,xd1342,Yekuana (Sc16),,,3,-65,3,-65,maqu1238,Maquiritari,mch,Cariban
Ethnographic Atlas,Gidjingali,Id11,xd774,Gidjingali (Id11),,,-12.29,134.32,-12,135,gunn1248,Gun-narda,,Maningrida
Binford Hunter-Gatherer,Gidjingali,B87,xd774,Gidjingali (B87),,,-12.18,134.4,-12.18,134.4,gunn1248,Gun-narda,,Maningrida
Binford Hunter-Gatherer,Chiricahua,B242,xd1259,Chiricahua Apache (B242),Eastern Apache,NT08,32.52,-101.76,32.52,-101.76,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Gilbert Onotoa,If7,xd838,Gilbert Onotoa (If7),,,-1.47,175.06,-2,174,nuii1237,Nui,,Austronesian
Ethnographic Atlas,Gimma,Cb12,xd461,Gimma (Cb12),,,13,32,13,32,nort3133,North Kordofan Arabic,,Afro-Asiatic
Ethnographic Atlas,Giriama,Ad32,xd101,Giriama (Ad32),,,-3,40,-3,40,giry1241,Giryama,nyf,Atlantic-Congo
Ethnographic Atlas,Gisiga,Ai17,xd345,Gisiga (Ai17),,,10,14,10,14,sout3051,South Giziga,giz,Afro-Asiatic
Ethnographic Atlas,Yem,Ca29,xd436,Janjero (Ca29),,,8,38,8,38,toba1264,Toba (Ethiopia),,Ta-Ne-Omotic
Ethnographic Atlas,Gisu,Ad9,xd126,Gisu (Ad9),Bagisu,FK13,1,34,1,34,masa1299,Masaaba,myx,Atlantic-Congo
Western North American Indian database,Gitxsan,WNAI6,xd998,Gitksan Tsimshian (J6),,,56.3,-127.5,56.3,127.5,gitx1241,Gitxsan,git,Tsimshian
Ethnographic Atlas,Chiricahua,Nh1,xd1259,Chiricahua (Nh1),Eastern Apache,NT08,31,-108,31,-108,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit
Binford Hunter-Gatherer,Gitxsan,B293,xd998,Gitksan (B293),,,55.65,-128.06,55.65,-128.06,gitx1241,Gitxsan,git,Tsimshian
Ethnographic Atlas,Gogo,Ad24,xd92,Gogo (Ad24),,,-7,36,-7,36,gogo1263,Gogo,gog,Atlantic-Congo
Ethnographic Atlas,Gola,Af55,xd236,Gola (Af55),,,7,-11,7,-11,gola1255,Gola,gol,Atlantic-Congo
Ethnographic Atlas,Goroa,Ca9,xd457,Goroa (Ca9),,,-4,36,-4,36,goro1270,Gorowa,gow,Afro-Asiatic
Ethnographic Atlas,Yemeni,Cj9,xd595,Yemeni (Cj9),Yemen,ML01,15,45,15,45,sana1295,Sanaani Arabic,ayn,Afro-Asiatic
Western North American Indian database,Gosiute,WNAI124,xd1183,Gosiute Shoshone (J124),Western,NT22,40,-114,40,114,gosi1242,Gosiute,,Uto-Aztecan
Binford Hunter-Gatherer,Gosiute,B214,xd1183,Gosiute Shoshoni (B214),Western,NT22,39.88,-114,39.88,-114,gosi1242,Gosiute,,Uto-Aztecan
Western North American Indian database,Chiricahua (Huachuca),WNAI153,xd1259,Huachuca Chiricahua Apache (J153),Eastern Apache,NT08,31.8,-110,31.8,110,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Gosiute,Nd48,xd1183,Gosiute (Nd48),Western,NT22,40,-114,40,-114,gosi1242,Gosiute,,Uto-Aztecan
Binford Hunter-Gatherer,Great Whale Inuit,B373,xd1017,Great Whale Inuit (B373),,,55.32,-77.69,55.32,-77.69,queb1248,Quebec Eskimo,,Eskimo-Aleut
Ethnographic Atlas,Greeks,Ce7,xd534,Greeks (Ce7),Greece,EH01,39,23,39,23,mode1248,Modern Greek,ell,Indo-European
Ethnographic Atlas,Gros Ventre,Ne1,xd1208,Gros Ventre (Ne1),Gros Ventre,NQ13,48.78,-108.98,49,-109,gros1243,Gros Ventre,ats,Algic
Ethnographic Atlas,Yergum,Ah22,xd312,Yergum (Ah22),,,9,10,9,10,taro1263,Tarok,yer,Atlantic-Congo
Binford Hunter-Gatherer,Gros Ventre,B253,xd1208,Gros-Ventre (B253),Gros Ventre,NQ13,48.12,-105.6,48.12,-105.6,gros1243,Gros Ventre,ats,Algic
Standard cross-cultural sample,Gros Ventre,SCCS140,xd1208,Gros Ventre (SCCS140),Gros Ventre,NQ13,48,-108,48,-108,gros1243,Gros Ventre,ats,Algic
Western North American Indian database,Chiricahua (Warm Springs),WNAI152,xd1259,Warm Springs Chiricahua Apache (J152),Eastern Apache,NT08,33,-108,33,108,mesc1238,Mescalero-Chiricahua Apache,apm,Athapaskan-Eyak-Tlingit
Ethnographic Atlas,Guahibo,Sc4,xd1347,Guahibo (Sc4),,,5,-69,5,-69,guah1255,Guahibo,guh,Guahiboan
Binford Hunter-Gatherer,Guahibo,B39,xd1347,Guahibo (B39),,,5.38,-68.31,5.38,-68.31,guah1255,Guahibo,guh,Guahiboan
Ethnographic Atlas,Guaica,Sd4,xd1356,Waica (Sd4),Yanoama,SQ18,2,-65,2,-65,yano1262,Yanomámi,wca,Yanomamic
Binford Hunter-Gatherer,Guaicura,B190,xd985,Guaicura (B190),,,25,-111.54,25,-111.54,guai1237,Guaicurian,,Guaicurian
Binford Hunter-Gatherer,Yiiji,B89,xd942,Jeidji (B89),,,-15.55,128.19,-15.55,128.19,wuna1249,Wunambal,wub,Worrorran
Ethnographic Atlas,Guanche,Cd11,xd509,Guanche (Cd11),,,27.99,-15.62,28,-16,guan1277,Guanche,gnc,Afro-Asiatic
Ethnographic Atlas,Guaraní,Sh7,xd1394,Chiriguano (Sh7),Chiriguano,SF10,-20,-63,-20,-63,east2555,Eastern Bolivian Guaraní,gui,Tupian
Ethnographic Atlas,Nuxalk,Nb9,xd1106,Bellacoola (Nb9),Nuxalk,NE06,52,-127,52,-127,bell1243,Bella Coola,blc,Salishan
Ethnographic Atlas,Guató,Si6,xd1403,Guato (Si6),,,-19,-58,-19,-58,guat1253,Guató,gta,Guató
Binford Hunter-Gatherer,Guató,B42,xd1403,Guato (B42),,,-18,-57.5,-18,-57.5,guat1253,Guató,gta,Guató
Ethnographic Atlas,Gude,Ah36,xd327,Gude (Ah36),,,10,13,10,13,gude1246,Gude,gde,Afro-Asiatic
Ethnographic Atlas,Gujarati,Ef9,xd671,Gujarati (Ef9),Gujarati,AW07,20,77,20,77,guja1252,Gujarati,guj,Indo-European
Binford Hunter-Gatherer,Yintjingga,B93,xd945,Yintjingga (B93),,,-14,143.5,-14,143.5,umpi1239,Umpila,ump,Pama-Nyungan
Ethnographic Atlas,Guna,Sa1,xd1309,Cuna (Sa1),Cuna,SB05,9,-78,9,-78,bord1248,Border Kuna,kvn,Chibchan
Standard cross-cultural sample,Guna,SCCS158,xd1309,Cuna (Tule) (SCCS158),Cuna,SB05,9.25,-78.5,9.25,-78.5,bord1248,Border Kuna,kvn,Chibchan
Standard cross-cultural sample,Nyakyusa,SCCS8,xd123,Nyakyusa (SCCS8),Nyakyusa and Ngonde,FN17,-9.5,34,-9.5,34,nyak1261,Nyakyusa,,Atlantic-Congo
Binford Hunter-Gatherer,Gunwinygu,B84,xd939,Gunwinggu (B84),,,-12.43,134.12,-12.43,134.12,gunw1252,Bininj Kun-Wok,gup,Gunwinyguan
Ethnographic Atlas,Gurage,Ca8,xd456,Gurage (Ca8),,,8,38,8,38,seba1251,Sebat Bet Gurage,sgw,Afro-Asiatic
Ethnographic Atlas,Gure,Ah6,xd333,Gure (Ah6),,,10,8,10,8,gbir1241,Gbiri-Niragu,grh,Atlantic-Congo
Ethnographic Atlas,Gurma,Ag45,xd283,Gurma (Ag45),,,12,2,12,2,gour1243,Gourmanchéma,gux,Atlantic-Congo
Ethnographic Atlas,Yir Yoront,Id12,xd775,Yir Yoront (Id12),,,-15,142,-15,142,jirj1239,Jir'jorond,yyr,Pama-Nyungan
Ethnographic Atlas,Guro,Af52,xd233,Guro (Af52),,,7,-6,7,-6,guro1248,Guro,goa,Mande
Ethnographic Atlas,Gusii,Ad12,xd79,Gusii (Ad12),Gusii,FL08,-1,35,-1,35,gusi1247,Gusii,guz,Atlantic-Congo
Ethnographic Atlas,Nyakyusa,Ad6,xd123,Nyakyusa (Ad6),Nyakyusa and Ngonde,FN17,-9,34,-9,34,nyak1261,Nyakyusa,,Atlantic-Congo
Binford Hunter-Gatherer,G/wi,B74,xd932,G/wi (B74),,,-22.46,23.39,-22.46,23.39,gwii1239,/Gwi,gwj,Khoe-Kwadi
Ethnographic Atlas,Ha,Ae14,xd132,Ha (Ae14),,,-5,30,-5,30,haaa1252,Ha,haq,Atlantic-Congo
Ethnographic Atlas,Habbaniya,Cb13,xd462,Habbania (Cb13),,,11,25,11,25,nort3133,North Kordofan Arabic,,Afro-Asiatic
Ethnographic Atlas,Hadendowa,Ca43,xd452,Hadendowa (Ca43),,,18,36,18,36,hade1248,Hadendoa,,Afro-Asiatic
Binford Hunter-Gatherer,Yir Yoront,B94,xd775,Yir-yoront (B94),,,-15,142.17,-15,142.17,jirj1239,Jir'jorond,yyr,Pama-Nyungan
Ethnographic Atlas,Chokwe,Ac12,xd36,Chokwe (Ac12),,,-10,21,-10,21,chok1245,Chokwe,cjk,Atlantic-Congo
Binford Hunter-Gatherer,"Yolngu, Dhuwal",B88,xd777,Murngin (B88),Murngin,OI17,-12.93,135.84,-12.93,135.84,dhuw1249,Dhuwal,duj,Pama-Nyungan
Ethnographic Atlas,Nyaneka,Ab7,xd30,Nyaneka (Ab7),,,-15,14,-15,14,nyan1305,Nyaneka,nyk,Atlantic-Congo
Ethnographic Atlas,"Yolngu, Dhuwal",Id2,xd777,Murngin (Id2),Murngin,OI17,-12.48,135.96,-12,136,dhuw1249,Dhuwal,duj,Pama-Nyungan
Binford Hunter-Gatherer,Chono,B52,xd922,Chono (B52),,,-45,-73.83,-45,-73.83,chon1248,Chono,,Chono
Ethnographic Atlas,Yombe,Ac8,xd74,Yombe (Ac8),,,-5,13,-5,13,yomb1244,Yombe,yom,Atlantic-Congo
Ethnographic Atlas,Nyankole,Ad45,xd115,Nyankole (Ad45),,,0,31,0,31,nyan1307,Nyankole,nyn,Atlantic-Congo
Ethnographic Atlas,Yucatec Maya,Sa6,xd1322,Yucatec Maya (Sa6),Yucatec Maya,NV10,18,-90,18,-90,yuca1254,Yucatec Maya,yua,Mayan
Ethnographic Atlas,Nyaro,Ai2,xd348,Nyaro (Ai2),,,11,31,11,31,kooo1244,Ko,fuj,Heibanic
Ethnographic Atlas,Yuchi,Ng11,xd1246,Yuchi (Ng11),,,35,-86,35,-86,yuch1247,Yuchi,yuc,Yuchi
Ethnographic Atlas,Ch'orti',Sa3,xd1319,Chorti (Sa3),,,14,-89,14,-89,chor1273,Chortí,caa,Mayan
Ethnographic Atlas,Yukaghir,Ec6,xd634,Yukaghir (Ec6),,,70,145,70,145,nort2745,Northern Yukaghir,ykg,Yukaghir
Ethnographic Atlas,Chugach,Na10,xd1027,Chugach (Na10),South Alaskan Eskimo,NA10,60.72,-146.49,60,-147,paci1278,Pacific Gulf Yupik,ems,Eskimo-Aleut
Binford Hunter-Gatherer,Yukaghir,B26,xd634,Yukaghir (B26),,,70,145,70,145,nort2745,Northern Yukaghir,ykg,Yukaghir
Binford Hunter-Gatherer,Chugach,B297,xd1027,Chugash (B297),South Alaskan Eskimo,NA10,61.21,-147.61,61.21,-147.61,paci1278,Pacific Gulf Yupik,ems,Eskimo-Aleut
Standard cross-cultural sample,Yukaghir,SCCS120,xd634,Yukaghir (SCCS120),,,64.75,153.5,64.75,153.5,nort2745,Northern Yukaghir,ykg,Yukaghir
Standard cross-cultural sample,Chukchi,SCCS121,xd631,Chukchee (SCCS121),Chukchee,RY02,66.5,179.6,66.5,180,chuk1273,Chukchi,ckt,Chukotko-Kamchatkan
Western North American Indian database,Yuki,WNAI61,xd1138,Yuki (J61),Yuki,NS30,39.8,-123.2,39.8,123.2,yuki1243,Yuki,yuk,Yuki-Wappo
Western North American Indian database,Ohkay Owingeh,WNAI166,xd1429,San Juan Tewa (J166),Tewa Pueblos,NT18,36.1,-106.1,36.1,106.1,sanj1276,San Juan (USA),,Kiowa-Tanoan
Ethnographic Atlas,Yuki,Nc7,xd1138,Yuki (Nc7),Yuki,NS30,40,-123,40,-123,yuki1243,Yuki,yuk,Yuki-Wappo
Ethnographic Atlas,Okinawans,Ed7,xd650,Okinawans (Ed7),Okinawa,AC07,26.16,127.8,26,128,cent2126,Central Okinawan,ryu,Japonic
Western North American Indian database,Quinault,WNAI24,xd1085,Quinault Salish (J24),Quinault,NR17,47.4,-124.1,47.4,124.1,quin1251,Quinault,qun,Salishan
Ethnographic Atlas,Omaha,Nf3,xd1237,Omaha (Nf3),Omaha,NQ21,41,-96,41,-96,omah1248,Omaha,,Siouan
Ethnographic Atlas,Chuvash,ch14,xd551,Chuvash (ch14),,,57,53,57,53,chuv1255,Chuvash,chv,Turkic
Binford Hunter-Gatherer,Clear Lake Pomo,B159,xd1116,Clear Lake Pomo (B159),Pomo,NS18,39.12,-122.94,39.12,-122.94,east2545,Eastern Pomo,peb,Pomoan
Ethnographic Atlas,Ona,Sg3,xd1385,Ona (Sg3),Ona,SH04,-54,-69,-54,-69,onaa1245,Selk'nam,ona,Chonan
Binford Hunter-Gatherer,Coahuilteco,B194,xd1221,Coahuilenos (B194),,,26,-102.07,26,-102.07,coah1252,Coahuilteco,xcw,Coahuilteco
Binford Hunter-Gatherer,Coast Miwok,B168,xd983,Coast Miwok (B168),,,38.24,-122.88,38.24,-122.88,coas1301,Coast Miwok,csi,Miwok-Costanoan
Binford Hunter-Gatherer,Ooldea,B127,xd972,Ooldea (B127),,,-30.38,131.81,-30.38,131.81,wira1265,Wirangu,wgu,Pama-Nyungan
Ethnographic Atlas,Coast Yuki,Nc15,xd1113,Coast Yuki (Nc15),Yuki,NS30,39.34,-123.77,39,-124,yuki1243,Yuki,yuk,Yuki-Wappo
Western North American Indian database,Coast Yuki,WNAI60,xd1113,Coast Yuki (J60),Yuki,NS30,39.4,-123.6,39.4,123.6,yuki1243,Yuki,yuk,Yuki-Wappo
Ethnographic Atlas,Cocama,Se10,xd1363,Cocama (Se10),,,1,-79,1,-79,coca1259,Cocama-Cocamilla,cod,Tupian
Ethnographic Atlas,Cochiti,Nh7,xd1283,Cochiti (Nh7),,,36,-106,36,-106,coch1273,Cochiti,,Keresan
